,Item_Weight,Item_Visibility,Item_MRP,Low Fat,Regular,High,Medium,Small,Tier 1,Tier 2,Tier 3,Supermarket Type1,Supermarket Type2,Outlet_Identifier,Item_Type,Outlet_Establishment_Year,Item_Outlet_Sales_Prediction
1033,18.5,0.025761698,87.6172,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,3.0,1406.2703674709805
1034,21.35,0.077743909,96.1094,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,1490.3819625056303
1036,9.6,0.051547413,260.662,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,9.0,3.0,4329.656174616091
1044,17.75,0.055027599,146.2444,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,7.0,1.0,2391.054830413362
1045,20.75,0.024186975,121.573,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,9.0,1.0,2035.8681613987637
1047,15.6,0.1173895,75.567,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,14.0,2.0,870.0878272130594
1049,21.2,0.00703512,175.5738,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2935.0616105870745
1050,18.2,0.012202405,57.3904,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,1063.8930759004315
1054,20.5,0.020637068,87.883,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,4.0,1475.745936262017
1055,15.6,0.037687837,126.4704,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2030.553978019003
1056,6.055,0.025448206,159.692,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,14.0,2.0,2700.5536661552874
1057,17.0,0.026610182,141.547,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2370.1208126354745
1058,9.6,0.014212498,190.8872,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,3174.2855093521916
1059,6.195,0.109374441,119.6098,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,9.0,3.0,1911.418693577224
1060,7.52,0.055352065,130.1994,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,13.0,1.0,1837.9092658394247
1061,17.85,0.046634759,154.2682,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,11.0,3.0,2509.6864317312734
1062,18.25,0.076281071,213.0218,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,3127.928902074686
1066,13.65,0.039886263,34.3558,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,604.3311780433796
1068,5.695,0.065577504,256.2646,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,4.0,4312.8019380013575
1071,11.0,0.008946536,119.4756,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,2.0,1953.9431170237385
1073,16.75,0.008225098,102.1674,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,15.0,2.0,1427.410456908403
1074,6.695,0.033994765,219.8456,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,3661.811673941858
1076,7.93,0.071246467,43.8086,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,2.0,705.0581581704118
1081,10.395,0.029886798,89.5514,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1471.4463935559156
1085,10.1,0.05606697,115.6492,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,4.0,1995.8865355098628
1087,13.65,0.025915914,78.3302,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,1391.5186344950644
1088,18.0,0.0,154.3972,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,2647.160415584875
1089,16.75,0.129410755,89.0856,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,3.0,1062.7238850006156
1090,7.405,0.159195426,206.4296,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3280.512824546228
1091,11.65,0.010916726,111.1544,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,4.0,1982.9483864256827
1092,7.035,0.021845267,263.091,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,7.0,1.0,4461.952300411056
1094,15.1,0.093891315,62.0194,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,4.0,955.0622844637624
1096,16.6,0.026515122,55.2614,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,4.0,902.2294339596497
1097,14.3,0.128061273,83.3224,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,950.1561018484886
1098,15.2,0.084073075,255.533,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,4201.46420016398
1099,8.85,0.016085216,104.6964,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,4.0,1445.1939791019759
1100,12.15,0.028574451,148.8708,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,3.0,2465.5862916655246
1101,11.3,0.0,93.3094,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,1555.1466240092723
1102,8.575,0.02388144,108.428,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,13.0,1.0,1912.804927794598
1106,7.825,0.079562345,64.7826,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,10.0,2.0,1038.822139792178
1109,16.75,0.060545628,172.5106,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2764.3298261917175
1111,14.0,0.03752254,164.6526,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,2699.0068923250824
1112,15.35,0.014016743,36.019,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,8.0,1.0,693.4895117649667
1115,9.3,0.01602239,249.9092,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,3.0,4122.588782351833
1116,16.1,0.063331355,181.1318,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,4.0,2945.5967705622866
1118,6.785,0.022955693,210.5928,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,3.0,3523.375808670992
1122,17.0,0.055387247,220.6114,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,3603.891360398779
1123,19.1,0.0,184.4608,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,9.0,2.0,3074.1879851678873
1124,12.15,0.042646003,183.295,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,3030.5162888445434
1127,13.3,0.009620184,61.451,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,1.0,703.6535885786275
1128,6.525,0.090220566,86.4882,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1369.699654555383
1131,19.7,0.065186228,86.3198,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1043.310061352739
1135,6.405,0.13618752,125.1678,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,8.0,2.0,1988.1007182040926
1136,20.5,0.0,153.334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,4.0,2244.372686923851
1138,8.21,0.045108792,87.0198,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,10.0,3.0,1113.3114449144891
1140,14.5,0.128153336,102.3332,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1626.2548476391557
1142,7.71,0.066541719,54.2956,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,2.0,883.9527819010359
1144,9.395,0.170932857,140.5838,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,13.0,1.0,2253.409901574092
1145,11.65,0.019451167,37.0164,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,1.0,313.0488690317643
1147,13.65,0.026710454,37.8532,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0,3.0,321.22077281538805
1148,5.26,0.024488439,96.8068,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,9.0,2.0,1638.3122782695223
1150,14.5,0.064123704,262.3594,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,3.0,4000.3653015537498
1151,16.2,0.044214135,40.4454,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,739.658205292375
1153,17.25,0.107208159,37.9822,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,551.6759385178093
1154,20.2,0.096663729,176.9028,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,2882.692305369296
1155,9.0,0.050491164,151.7024,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,8.0,3.0,2607.416940712807
1157,10.5,0.019049691,186.024,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,4.0,3062.8074476838106
1158,19.7,0.024650932,83.6592,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,14.0,3.0,1485.6247532455418
1159,17.5,0.016730894,139.018,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,3.0,2385.5485111554985
1160,10.1,0.02717463,76.267,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,927.3912699814014
1161,14.6,0.059497511,182.4976,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,2995.944077351933
1162,6.235,0.118575601,260.991,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,3.0,4243.921496135328
1163,10.195,0.080277707,119.144,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,9.0,1.0,2027.2194705437605
1165,15.35,0.03514967,121.673,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1968.2781722873738
1166,12.15,0.131070648,244.346,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,13.0,1.0,3983.2395718380144
1174,18.35,0.099263089,93.4462,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,1486.2388811100427
1178,15.7,0.030749596,250.6724,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,3847.8482416178636
1179,18.35,0.041838623,187.1872,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,2784.1811785062405
1181,9.395,0.171075221,138.9838,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,8.0,2.0,2176.257528018318
1182,17.85,0.065912362,147.805,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,4.0,2424.874071699184
1183,18.35,0.092602446,184.7266,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,2.0,2685.981984598588
1184,16.25,0.0,152.8682,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,4.0,2650.5257614557327
1185,16.75,0.029714904,39.3822,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,626.106864162075
1186,8.02,0.019951406,155.9972,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,4.0,2287.2791026857153
1187,10.695,0.086916126,153.7972,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,2548.174371164276
1188,5.73,0.051758358,189.0898,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,3095.0959649657575
1189,16.2,0.033431957,73.3696,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1236.4433072150614
1190,20.6,0.070979549,75.5696,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,1276.2094275611216
1197,8.185,0.046484138,47.9692,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,744.5272869358887
1198,9.1,0.08029289,48.1718,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,11.0,2.0,734.2117954665009
1200,19.1,0.0,146.9418,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,13.0,3.0,2164.7938821209577
1201,19.2,0.084879879,154.6314,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,9.0,2.0,2529.9395315645247
1205,20.5,0.119361811,107.8596,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,1649.678560097972
1207,5.785,0.038914743,264.0252,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,4085.41332334775
1209,18.75,0.023835413,99.1042,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,15.0,0.0,1755.17571926562
1210,9.695,0.0,223.1114,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,3738.4386602460468
1212,11.8,0.026398984,38.9138,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,673.6169462181274
1213,17.75,0.037856364,154.3656,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,2551.845814667748
1214,9.285,0.021092185,160.8578,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,2401.5611714568317
1215,18.35,0.099109001,92.9462,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1406.0888453512766
1217,7.02,0.05006853,84.025,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,3.0,1057.4072607979729
1219,10.195,0.112131275,112.086,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,13.0,2.0,1804.0893796820033
1222,7.02,0.081164178,146.7734,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,9.0,1.0,2367.9376687812914
1223,20.1,0.034793779,119.8782,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,9.0,1.0,1654.2404309297822
1226,11.15,0.008292773,152.2708,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,2609.3824938786342
1230,10.695,0.0,57.8904,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1048.484265591996
1231,10.85,0.162494861,104.5622,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,14.0,1.0,1667.3053612929994
1235,15.7,0.045195307,180.766,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,3.0,3053.172027942476
1237,8.63,0.028253161,170.4422,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,3.0,2846.829338980531
1239,15.35,0.020358565,216.5508,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,4.0,3614.080407263346
1241,9.6,0.024472537,187.2214,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,3175.608393165098
1242,6.095,0.081129049,143.8154,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2342.3885861417116
1244,17.25,0.084332638,262.091,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,4242.576273519431
1245,17.35,0.167643297,177.1712,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,9.0,1.0,2842.2942266346195
1246,7.3,0.08648324,148.9076,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,2100.5296599519897
1247,19.0,0.097232147,47.8718,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,3.0,749.0542423107026
1248,17.0,0.015952023,227.3352,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,4.0,3781.279576288093
1249,9.3,0.033574204,155.7314,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,2291.927340236886
1251,6.155,0.094641972,212.056,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,3552.5443030321308
1253,14.35,0.080719435,80.996,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,1297.538580855999
1254,17.6,0.076107437,113.0202,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,14.0,2.0,1957.0316652513393
1257,10.695,0.086708987,154.6972,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,2517.2313950544644
1261,5.4,0.048116258,164.9526,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,14.0,3.0,2711.7210577331284
1262,12.3,0.021950037,190.7162,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,13.0,1.0,2864.3033870410404
1264,10.5,0.041564073,38.4164,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,269.106482156722
1266,21.25,0.113780055,234.93,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,3817.4684831103564
1269,8.365,0.072139167,36.7506,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,228.9867015422758
1271,18.75,0.052031075,106.228,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,4.0,1835.7305185061573
1272,13.15,0.037921193,87.3856,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,14.0,1.0,1481.1193234687366
1274,19.75,0.0,179.666,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,2969.015689051887
1276,6.425,0.093377128,174.6712,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,11.0,3.0,2853.4633076361947
1277,8.31,0.115581112,177.5028,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,2.0,2883.141808696882
1278,16.5,0.0,102.299,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1723.766139261892
1279,10.395,0.112097216,59.022,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,844.6820156734548
1280,13.85,0.085204025,118.9124,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,1911.8961599480172
1282,5.305,0.0470198,182.7608,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,13.0,2.0,3150.509231809356
1286,13.65,0.184132888,214.0902,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,3502.779414157368
1288,10.1,0.046575743,62.1878,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,13.0,3.0,1119.2780054932737
1289,20.6,0.023452939,93.6778,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1510.530900648932
1290,10.3,0.024896589,173.2422,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2840.8697047017117
1291,6.26,0.031416038,112.5228,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,4.0,1955.3924585536097
1292,7.485,0.06912372,109.2228,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1734.1163607890185
1293,18.1,0.177820954,155.7288,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,2465.1390274477612
1295,5.8,0.0,88.8172,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,9.0,1.0,1531.1131036256693
1296,13.3,0.021255857,119.1124,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,14.0,4.0,1991.433256803899
1298,15.85,0.007175526,40.848,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,4.0,374.94917470506107
1304,21.35,0.077679213,97.2094,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,9.0,1.0,1560.8765657509512
1306,15.7,0.160632642,57.8562,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,13.0,2.0,947.311734903577
1307,15.7,0.018914599,59.6536,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,987.9980482333617
1308,17.0,0.01596229,230.8352,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,3965.143961996518
1309,14.75,0.089322461,112.2518,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,1756.7201067207761
1311,18.2,0.0,243.0196,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,9.0,3.0,4091.6551092429195
1312,17.1,0.03879778,166.3842,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2763.849064378052
1314,5.26,0.041772386,165.0868,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,2703.8269614862315
1315,6.035,0.065886059,184.924,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,3060.90551524948
1317,12.15,0.079416624,36.2506,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,619.1571836823064
1319,11.15,0.085915295,170.779,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,9.0,2.0,2897.7131221626837
1321,19.35,0.07707176,112.8518,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,15.0,3.0,1541.090038151507
1322,7.75,0.043306047,95.3436,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,1577.8352145787649
1327,13.6,0.119176431,233.93,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3770.059266790737
1330,12.65,0.03538128,230.701,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,1.0,3808.388247351823
1333,5.155,0.08318261,248.8776,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,4186.5812886113035
1336,8.785,0.026073405,121.4414,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,4.0,1707.7397736762296
1337,15.2,0.103939618,173.6054,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2849.9860827550633
1338,19.7,0.078231229,181.466,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,13.0,2.0,2651.756602646327
1340,6.385,0.124214471,35.5874,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,180.02187137421106
1343,8.67,0.065538317,141.8128,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2333.5336632166454
1347,7.685,0.025517058,147.476,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,2497.493075479813
1349,7.285,0.050167414,156.9288,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,4.0,2253.670564695934
1351,11.1,0.110651177,192.7846,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,4.0,3228.881396289999
1353,6.76,0.029027743,81.396,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1383.4560968711266
1354,12.0,0.020494302,101.2042,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,1362.210820930291
1357,4.905,0.0,197.7768,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3273.6661637042675
1358,18.2,0.058559885,222.6456,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,7.0,2.0,3677.8105576206867
1360,19.85,0.005256469,264.0884,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,14.0,3.0,4084.8584769016547
1365,8.115,0.032289868,157.6972,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,4.0,2302.554774092579
1366,8.8,0.071429389,207.4612,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,2.0,3367.845639349763
